
snd	3150.0	SA	528	0	473
rcv	3183.0	A	473	0	529
rcv	3219.0	D	473	50	529
snd	3231.0	A	529	0	523
rcv	3251.0	D	523	50	529
snd	3260.0	A	529	0	573
rcv	3277.0	D	623	50	529
snd	3288.0	A	529	0	573
rcv	3301.0	D	673	50	529
snd	3315.0	A	529	0	573
rcv	3348.0	D	773	50	529
snd	3359.0	A	529	0	573
rcv	3401.0	D	923	50	529
snd	3414.0	A	529	0	573
rcv	3433.0	D	973	50	529
snd	3449.0	A	529	0	573
rcv	3473.0	D	1023	50	529
snd	3497.0	A	529	0	573
rcv	3566.0	D	573	50	529
snd	3579.0	A	529	0	723
rcv	3682.0	D	1073	50	529
snd	3692.0	A	529	0	723
rcv	4215.0	D	723	50	529
snd	4227.0	A	529	0	823
rcv	4279.0	D	1123	50	529
snd	4294.0	A	529	0	823
rcv	4823.0	D	823	50	529
snd	4834.0	A	529	0	873
rcv	4863.0	D	1173	50	529
snd	4877.0	A	529	0	873
rcv	5408.0	D	873	50	529
snd	5418.0	A	529	0	1223
rcv	5970.0	D	1223	50	529
snd	5978.0	A	529	0	1273
rcv	6002.0	D	1273	50	529
snd	6015.0	A	529	0	1323
rcv	6052.0	D	1323	50	529
snd	6061.0	A	529	0	1373
rcv	6095.0	D	1373	50	529
snd	6104.0	A	529	0	1423
rcv	6137.0	D	1423	50	529
snd	6154.0	A	529	0	1473
rcv	6184.0	D	1473	50	529
snd	6199.0	A	529	0	1523
rcv	6230.0	D	1523	50	529
snd	6248.0	A	529	0	1573
rcv	6791.0	D	1573	50	529
snd	6801.0	A	529	0	1623
rcv	6830.0	D	1623	50	529
snd	6848.0	A	529	0	1673
rcv	7914.0	D	1673	50	529
snd	7931.0	A	529	0	1723
rcv	7964.0	D	1723	50	529
snd	7976.0	A	529	0	1773
rcv	8009.0	D	1773	50	529
snd	8017.0	A	529	0	1823
rcv	8058.0	D	1823	50	529
snd	8067.0	A	529	0	1873
rcv	8094.0	D	1873	50	529
snd	8107.0	A	529	0	1923
rcv	8144.0	D	1923	50	529
snd	8160.0	A	529	0	1973
rcv	8188.0	D	1973	50	529
snd	8203.0	A	529	0	2023
rcv	8233.0	D	2023	43	529
snd	8247.0	A	529	0	2066
rcv	8260.0	F	2066	0	529
snd	8276.0	FA	529	0	2067
rcv	8315.0	A	2067	0	530
Amount of (original) Data Received (in bytes): 1593
Number of (original) Data Segments Received: 32
Number of Duplicate Segments Received: 0
snd	2645.0	SA	702	0	856
rcv	2671.0	A	856	0	703
rcv	2696.0	D	856	50	703
snd	2706.0	A	703	0	906
rcv	2718.0	D	906	50	703
snd	2731.0	A	703	0	956
rcv	2743.0	D	956	50	703
snd	2755.0	A	703	0	1006
rcv	2769.0	D	1006	50	703
snd	2776.0	A	703	0	1056
rcv	2783.0	D	1056	50	703
snd	2794.0	A	703	0	1106
rcv	2806.0	D	1106	50	703
snd	2814.0	A	703	0	1156
rcv	2826.0	D	1156	50	703
snd	2838.0	A	703	0	1206
rcv	2847.0	D	1206	50	703
snd	2860.0	A	703	0	1256
rcv	2875.0	D	1256	50	703
snd	2888.0	A	703	0	1306
rcv	2904.0	D	1356	50	703
snd	2914.0	A	703	0	1306
rcv	2927.0	D	1406	50	703
snd	2947.0	A	703	0	1306
rcv	2959.0	D	1456	50	703
snd	2974.0	A	703	0	1306
rcv	2988.0	D	1506	50	703
snd	2994.0	A	703	0	1306
rcv	3007.0	D	1556	50	703
snd	3016.0	A	703	0	1306
rcv	3028.0	D	1606	50	703
snd	3039.0	A	703	0	1306
rcv	3052.0	D	1656	50	703
snd	3062.0	A	703	0	1306
rcv	3073.0	D	1706	50	703
snd	3081.0	A	703	0	1306
rcv	3092.0	D	1756	50	703
snd	3103.0	A	703	0	1306
rcv	3113.0	D	1306	50	703
snd	3127.0	A	703	0	1806
rcv	3190.0	D	1806	50	703
snd	3197.0	A	703	0	1856
rcv	3725.0	D	1856	50	703
snd	3734.0	A	703	0	1906
rcv	3755.0	D	1906	50	703
snd	3761.0	A	703	0	1956
rcv	3780.0	D	1956	50	703
snd	3790.0	A	703	0	2006
rcv	3812.0	D	2006	50	703
snd	3827.0	A	703	0	2056
rcv	4866.0	D	2056	50	703
snd	4873.0	A	703	0	2106
rcv	4893.0	D	2106	50	703
snd	4907.0	A	703	0	2156
rcv	4926.0	D	2156	50	703
snd	4933.0	A	703	0	2206
rcv	4960.0	D	2206	50	703
snd	4972.0	A	703	0	2256
rcv	4992.0	D	2256	50	703
snd	4999.0	A	703	0	2306
rcv	5017.0	D	2306	50	703
snd	5025.0	A	703	0	2356
rcv	5045.0	D	2356	50	703
snd	5059.0	A	703	0	2406
rcv	5088.0	D	2406	50	703
snd	5094.0	A	703	0	2456
rcv	5135.0	D	2456	50	703
snd	5149.0	A	703	0	2506
rcv	5179.0	D	2506	50	703
snd	5191.0	A	703	0	2556
rcv	5238.0	D	2556	50	703
snd	5253.0	A	703	0	2606
rcv	5307.0	D	2606	50	703
snd	5332.0	A	703	0	2656
rcv	5386.0	D	2656	50	703
snd	5445.0	A	703	0	2706
rcv	6821.0	D	2706	50	703
snd	6828.0	A	703	0	2756
rcv	6852.0	D	2756	50	703
snd	6861.0	A	703	0	2806
rcv	6893.0	D	2806	50	703
snd	6912.0	A	703	0	2856
rcv	6939.0	D	2856	10	703
snd	6959.0	A	703	0	2866
rcv	6977.0	F	2866	0	703
snd	6992.0	FA	703	0	2867
rcv	7024.0	A	2867	0	704
Amount of (original) Data Received (in bytes): 2010
Number of (original) Data Segments Received: 41
Number of Duplicate Segments Received: 0
snd	2024.0	SA	268	0	26
rcv	2039.0	A	26	0	269
rcv	2058.0	D	26	50	269
snd	2066.0	A	269	0	76
rcv	2075.0	D	76	50	269
snd	2084.0	A	269	0	126
rcv	2091.0	D	126	50	269
snd	2100.0	A	269	0	176
rcv	2109.0	D	176	50	269
snd	2120.0	A	269	0	226
rcv	2129.0	D	226	50	269
snd	2138.0	A	269	0	276
rcv	2145.0	D	276	50	269
snd	2154.0	A	269	0	326
rcv	2162.0	D	326	50	269
snd	2172.0	A	269	0	376
rcv	2181.0	D	376	50	269
snd	2190.0	A	269	0	426
rcv	2199.0	D	426	50	269
snd	2208.0	A	269	0	476
rcv	2216.0	D	526	50	269
snd	2225.0	A	269	0	476
rcv	2235.0	D	576	50	269
snd	2244.0	A	269	0	476
rcv	2254.0	D	626	50	269
snd	2265.0	A	269	0	476
rcv	2275.0	D	676	50	269
snd	2286.0	A	269	0	476
rcv	2295.0	D	726	50	269
snd	2302.0	A	269	0	476
rcv	2311.0	D	776	50	269
snd	2365.0	A	269	0	476
rcv	2378.0	D	826	50	269
snd	2390.0	A	269	0	476
rcv	2401.0	D	876	50	269
snd	2409.0	A	269	0	476
rcv	2420.0	D	926	50	269
snd	2430.0	A	269	0	476
rcv	2446.0	D	476	50	269
snd	2460.0	A	269	0	976
rcv	2479.0	D	976	50	269
snd	2488.0	A	269	0	1026
rcv	3020.0	D	1026	50	269
snd	3031.0	A	269	0	1076
rcv	3053.0	D	1076	50	269
snd	3065.0	A	269	0	1126
rcv	3082.0	D	1126	50	269
snd	3093.0	A	269	0	1176
rcv	3114.0	D	1176	50	269
snd	3123.0	A	269	0	1226
rcv	4211.0	D	1226	50	269
snd	4223.0	A	269	0	1276
rcv	4264.0	D	1276	50	269
snd	4274.0	A	269	0	1326
rcv	4291.0	D	1326	50	269
snd	4297.0	A	269	0	1376
rcv	4311.0	D	1376	50	269
snd	4366.0	A	269	0	1426
rcv	4378.0	D	1426	50	269
snd	4388.0	A	269	0	1476
rcv	4402.0	D	1476	50	269
snd	4411.0	A	269	0	1526
rcv	4425.0	D	1526	50	269
snd	4434.0	A	269	0	1576
rcv	4447.0	D	1576	50	269
snd	4454.0	A	269	0	1626
rcv	4467.0	D	1626	50	269
snd	4474.0	A	269	0	1676
rcv	4488.0	D	1676	50	269
snd	4496.0	A	269	0	1726
rcv	4509.0	D	1726	50	269
snd	4517.0	A	269	0	1776
rcv	4530.0	D	1776	50	269
snd	4538.0	A	269	0	1826
rcv	4552.0	D	1826	50	269
snd	4560.0	A	269	0	1876
rcv	5595.0	D	1876	50	269
snd	5605.0	A	269	0	1926
rcv	5618.0	D	1926	50	269
snd	5627.0	A	269	0	1976
rcv	5642.0	D	1976	50	269
snd	5653.0	A	269	0	2026
rcv	5671.0	D	2026	10	269
snd	5678.0	A	269	0	2036
rcv	5688.0	F	2036	0	269
snd	5697.0	FA	269	0	2037
rcv	5714.0	A	2037	0	270
Amount of (original) Data Received (in bytes): 2010
Number of (original) Data Segments Received: 41
Number of Duplicate Segments Received: 0
snd	7261.0	SA	584	0	250
rcv	7275.0	A	250	0	585
rcv	7295.0	D	250	50	585
snd	7305.0	A	585	0	300
rcv	7315.0	D	300	50	585
snd	7326.0	A	585	0	350
rcv	7333.0	D	350	50	585
snd	7342.0	A	585	0	400
rcv	7352.0	D	400	50	585
snd	7362.0	A	585	0	450
rcv	7371.0	D	450	50	585
snd	7381.0	A	585	0	500
rcv	7392.0	D	500	50	585
snd	7402.0	A	585	0	550
rcv	7413.0	D	550	50	585
snd	7427.0	A	585	0	600
rcv	7442.0	D	600	50	585
snd	7452.0	A	585	0	650
rcv	7474.0	D	650	50	585
snd	7487.0	A	585	0	700
rcv	7501.0	D	700	50	585
snd	7511.0	A	585	0	750
rcv	7524.0	D	750	50	585
snd	7533.0	A	585	0	800
rcv	7544.0	D	800	50	585
snd	7556.0	A	585	0	850
rcv	7576.0	D	850	50	585
snd	7588.0	A	585	0	900
rcv	7598.0	D	900	50	585
snd	7609.0	A	585	0	950
rcv	7621.0	D	1000	50	585
snd	7631.0	A	585	0	950
rcv	7662.0	D	1050	50	585
snd	7670.0	A	585	0	950
rcv	7683.0	D	1100	50	585
snd	7693.0	A	585	0	950
rcv	7703.0	D	1150	50	585
snd	7713.0	A	585	0	950
rcv	7723.0	D	1200	50	585
snd	7732.0	A	585	0	950
rcv	7743.0	D	1250	50	585
snd	7751.0	A	585	0	950
rcv	7763.0	D	1300	50	585
snd	7773.0	A	585	0	950
rcv	7783.0	D	1350	50	585
snd	7793.0	A	585	0	950
rcv	8308.0	D	950	50	585
snd	8321.0	A	585	0	1400
rcv	8337.0	D	1450	50	585
snd	8361.0	A	585	0	1400
rcv	8876.0	D	1400	50	585
snd	8896.0	A	585	0	1500
rcv	8941.0	D	1500	50	585
snd	8957.0	A	585	0	1550
rcv	9501.0	D	1550	50	585
snd	9510.0	A	585	0	1600
rcv	10060.0	D	1600	50	585
snd	10103.0	A	585	0	1650
rcv	10122.0	D	1650	50	585
snd	10132.0	A	585	0	1700
rcv	10149.0	D	1700	50	585
snd	10162.0	A	585	0	1750
rcv	10181.0	D	1750	50	585
snd	10192.0	A	585	0	1800
rcv	10208.0	D	1800	50	585
snd	10217.0	A	585	0	1850
rcv	10281.0	D	1850	50	585
snd	10291.0	A	585	0	1900
rcv	10307.0	D	1900	50	585
snd	10318.0	A	585	0	1950
rcv	12357.0	D	1950	50	585
snd	12377.0	A	585	0	2000
rcv	12396.0	D	2000	50	585
snd	12414.0	A	585	0	2050
rcv	12443.0	D	2050	50	585
snd	12461.0	A	585	0	2100
rcv	12483.0	D	2100	50	585
snd	12501.0	A	585	0	2150
rcv	12525.0	D	2150	50	585
snd	12542.0	A	585	0	2200
rcv	12562.0	D	2200	50	585
snd	12597.0	A	585	0	2250
rcv	12629.0	D	2250	10	585
snd	12665.0	A	585	0	2260
rcv	12693.0	F	2260	0	585
snd	12716.0	FA	585	0	2261
rcv	12749.0	A	2261	0	586
Amount of (original) Data Received (in bytes): 2010
Number of (original) Data Segments Received: 41
Number of Duplicate Segments Received: 0
snd	3964.0	SA	941	0	728
rcv	3996.0	A	728	0	942
rcv	4027.0	D	728	50	942
snd	4066.0	A	942	0	778
rcv	4104.0	D	778	50	942
snd	4134.0	A	942	0	828
rcv	4167.0	D	878	50	942
snd	4201.0	A	942	0	828
rcv	4228.0	D	928	50	942
snd	4256.0	A	942	0	828
rcv	4298.0	D	978	50	942
snd	4328.0	A	942	0	828
rcv	4362.0	D	1028	50	942
snd	4387.0	A	942	0	828
rcv	4459.0	D	1078	50	942
snd	4489.0	A	942	0	828
rcv	4520.0	D	1178	50	942
snd	4547.0	A	942	0	828
rcv	4575.0	D	1228	50	942
snd	4603.0	A	942	0	828
rcv	4637.0	D	1278	50	942
snd	4665.0	A	942	0	828
rcv	4694.0	D	828	50	942
snd	4724.0	A	942	0	1128
rcv	4757.0	D	1328	50	942
snd	4784.0	A	942	0	1128
rcv	5298.0	D	1128	50	942
snd	5326.0	A	942	0	1378
rcv	5355.0	D	1378	50	942
snd	5384.0	A	942	0	1428
rcv	5461.0	D	1428	50	942
snd	5492.0	A	942	0	1478
rcv	5542.0	D	1478	50	942
snd	5569.0	A	942	0	1528
rcv	5607.0	D	1528	50	942
snd	5644.0	A	942	0	1578
rcv	5674.0	D	1578	50	942
snd	5702.0	A	942	0	1628
rcv	5736.0	D	1628	50	942
snd	5761.0	A	942	0	1678
rcv	5792.0	D	1678	50	942
snd	5822.0	A	942	0	1728
rcv	5853.0	D	1728	50	942
snd	5881.0	A	942	0	1778
rcv	5894.0	D	1778	50	942
snd	5908.0	A	942	0	1828
rcv	5924.0	D	1828	50	942
snd	5939.0	A	942	0	1878
rcv	5960.0	D	1878	50	942
snd	5974.0	A	942	0	1928
rcv	5990.0	D	1928	50	942
snd	6004.0	A	942	0	1978
rcv	6024.0	D	1978	50	942
snd	6039.0	A	942	0	2028
rcv	6056.0	D	2028	50	942
snd	6073.0	A	942	0	2078
rcv	6101.0	D	2078	50	942
snd	6114.0	A	942	0	2128
rcv	6131.0	D	2128	50	942
snd	6143.0	A	942	0	2178
rcv	6174.0	D	2178	50	942
snd	6192.0	A	942	0	2228
rcv	6236.0	D	2228	50	942
snd	6251.0	A	942	0	2278
rcv	6271.0	D	2278	50	942
snd	6285.0	A	942	0	2328
rcv	6815.0	D	2328	50	942
snd	6824.0	A	942	0	2378
rcv	6840.0	D	2378	50	942
snd	6854.0	A	942	0	2428
rcv	6871.0	D	2428	50	942
snd	6884.0	A	942	0	2478
rcv	6908.0	D	2478	50	942
snd	6919.0	A	942	0	2528
rcv	6939.0	D	2528	50	942
snd	6953.0	A	942	0	2578
rcv	6972.0	D	2578	50	942
snd	6986.0	A	942	0	2628
rcv	7002.0	D	2628	50	942
snd	7022.0	A	942	0	2678
rcv	7556.0	D	2678	50	942
snd	7567.0	A	942	0	2728
rcv	7586.0	D	2728	10	942
snd	7599.0	A	942	0	2738
rcv	7614.0	F	2738	0	942
snd	7631.0	FA	942	0	2739
rcv	7651.0	A	2739	0	943
Amount of (original) Data Received (in bytes): 2010
Number of (original) Data Segments Received: 41
Number of Duplicate Segments Received: 0
